,0,1,2,3,4,5,6,label,sub_label,file_path
30,17265.351413690478,24717.414694444444,9048634.761375,220602277.66131943,138734.27916666667,154978.35861111112,8605275.176944446,PCR_Positive,Inconclusive,uic/PCR_Positive/Inconclusive/Pos S50_IC.txt
31,41158.34081845238,38907.00747222223,10158410.845083332,246459916.3976389,173481.85138888884,158662.83291666664,7264263.701805555,PCR_Positive,Inconclusive,uic/PCR_Positive/Inconclusive/Pos S49_IC.txt
32,618382.4624553571,57848.699250000005,8356989.003708333,212698634.02305555,944590.7330555555,427222.9959722222,13142662.167777777,PCR_Positive,Inconclusive,uic/PCR_Positive/Inconclusive/Pos S66_IC.txt
33,60970.09148809524,64123.86047222222,3013142.8548749997,71588584.90215278,449910.8836111111,306678.21125,1920931.2994444445,PCR_Positive,Inconclusive,uic/PCR_Positive/Inconclusive/Pos S41_IC.txt
34,138563.02532738092,636305.0596111112,12362627.483958334,273580614.99138886,811628.7886111111,1038887.570972222,23179917.078194447,PCR_Positive,Inconclusive,uic/PCR_Positive/Inconclusive/Pos S33_IC.txt
35,33686.697648809524,164304.183,5131964.237125,145398325.1488889,576885.5852777777,243126.8443055555,3527010.5547222216,PCR_Positive,Inconclusive,uic/PCR_Positive/Inconclusive/Pos S78_IC.txt
36,13032.068854166666,40084.39727777778,10943259.258791666,242686054.64208332,153282.56027777778,200758.0320833333,11740207.300138887,PCR_Positive,Inconclusive,uic/PCR_Positive/Inconclusive/Pos S43_IC.txt
37,211818.05004464288,704210.646,8421908.441916665,253906291.39520836,217089.37861111108,256866.0175,4590111.07486111,uic,PCR_Positive,uic/PCR_Positive/Pos S60_IC.txt
38,115955.29464285714,2962179.4238055563,10271884.637375,261189348.01055557,1360576.7041666666,1524612.6441666668,7239014.503611111,uic,PCR_Positive,uic/PCR_Positive/Pos S2_IC.txt
39,84426.11686011904,284209.6866666667,8911676.851291666,203227217.66423613,292705.9313888889,265105.15555555554,5645076.455416666,uic,PCR_Positive,uic/PCR_Positive/Pos S46_IC.txt
40,24396.463973214282,39702.82983333334,13303074.856666667,290228756.9127778,268583.4733333333,263371.3823611112,23955169.001527775,uic,PCR_Positive,uic/PCR_Positive/Pos S61_IC.txt
41,290513.88641369046,1375403.1618333329,7064111.382749999,155800472.2795139,1098661.407222222,848825.8488888887,2393158.841666667,uic,PCR_Positive,uic/PCR_Positive/Pos S40_IC.txt
42,41842.47858630952,131894.95016666668,13288662.128708333,255211289.9276389,561486.243263889,317000.97944444447,6185729.073333334,uic,PCR_Positive,uic/PCR_Positive/Pos S34_IC.txt
43,707979.4313988095,433680.7895,9824678.626708334,248717656.12909722,1201423.6141666665,652986.7413888889,14672986.607222224,uic,PCR_Positive,uic/PCR_Positive/Pos S58_IC.txt
44,26791.285624999997,49761.68483333333,16581208.754583333,322709260.1660417,627429.2833333334,616750.9625,46973022.459583335,uic,PCR_Positive,uic/PCR_Positive/Pos S45_IC.txt
45,616290.337157738,178359.72049999997,14333192.445541667,311111343.33166665,447647.1558333333,448283.6372222223,16262316.4225,uic,PCR_Positive,uic/PCR_Positive/Pos S44_IC.txt
46,54382.719732142854,820253.5911388888,12763531.985791666,281378526.1723611,247209.80416666664,218550.09055555557,3940603.425694444,uic,PCR_Positive,uic/PCR_Positive/Pos S7_IC.txt
47,222098.92532738094,1268053.5766666664,13722014.989,291640946.3745139,476154.84729166667,483990.33444444445,2908344.7137499996,uic,PCR_Positive,uic/PCR_Positive/Pos S32_IC.txt
48,239021.3767559524,1135343.8711666665,11298281.7635,237660450.725,617665.1424305555,635468.6166666666,9740874.727083333,uic,PCR_Positive,uic/PCR_Positive/Pos S36_IC.txt
49,30834.64880952381,477596.9377037037,15327613.428305555,210723308.74969906,224130.89333333334,246152.39037037038,2923176.7310648146,uic,PCR_Positive,uic/PCR_Positive/Pos S9_IC.txt
50,389956.8100148809,2667417.146638889,6060026.589916666,148779061.15041667,640641.7219444443,535318.1266666666,2198495.17875,uic,PCR_Positive,uic/PCR_Positive/Pos S10_IC (Last).txt
51,277948.8912946429,606920.3906666668,17098373.418375,369093277.32034725,503893.0680555555,564419.4813888888,11045607.037083333,uic,PCR_Positive,uic/PCR_Positive/Pos S42_IC.txt
52,70650.85102678572,422942.5451666667,16668904.582375,377384537.7993056,494363.32,651507.5091666667,10213919.707083333,uic,PCR_Positive,uic/PCR_Positive/Pos S35_IC.txt
53,1116271.218110119,330560.94333333336,14627389.257583331,312429831.86180556,702793.1430555555,619617.7627777779,13608577.469166666,uic,PCR_Positive,uic/PCR_Positive/Pos S37_IC.txt
54,258133.0922172619,2216099.1266666665,12866568.803458333,271883564.3882639,1479657.5816666668,680859.3906944443,4342541.009444444,uic,PCR_Positive,uic/PCR_Positive/Pos S55_IC.txt
55,132808.80513392857,3737724.7605555556,13760146.502416665,133045859.68430556,1709314.306111111,1291939.4494444442,1475912.5740277779,uic,PCR_Positive,uic/PCR_Positive/Pos S1_IC.txt
56,88008.6288095238,153156.12283333333,30323711.06525,499223909.1526389,1617477.1213888887,953161.79375,54517994.13625,uic,PCR_Positive,uic/PCR_Positive/Pos S53_IC.txt
57,33885.25882440476,49488.23016666666,9102371.927458333,223630121.51652774,249748.90416666665,226011.9463888889,13956620.826249998,uic,PCR_Positive,uic/PCR_Positive/Pos S47_IC.txt
58,2932768.0847767857,6678042.2623333335,1461372.289625,34477555.34152778,389157.9613888889,763540.1529166666,732054.0441666667,uic,PCR_Positive,uic/PCR_Positive/Pos S5_IC.txt
59,1509778.4916666665,16253320.735,2181141.9853333333,53328812.54138889,468986.1763888889,1366246.944861111,974237.1609722221,uic,PCR_Positive,uic/PCR_Positive/Pos S10_IC.txt
60,1608281.6509077377,18875736.514999997,787238.3454999999,4234256.841458334,431360.89749999996,670590.6577777776,305646.8416666667,uic,PCR_Positive,uic/PCR_Positive/Pos S6_IC.txt
61,47618.3000297619,54244.19566666667,11828378.256166665,220189030.98034725,481290.5716666666,304715.32444444444,11631255.599583331,uic,PCR_Positive,uic/PCR_Positive/Pos S51_IC.txt
62,5760.084776785715,11967.260666666665,3660105.7319166665,96573909.31666666,94000.84416666666,103471.63555555556,5696930.109444445,uic,PCR_Positive,uic/PCR_Positive/Pos S3_IC.txt
63,368334.88251488085,1915146.8945555552,7357016.544541665,182212124.86708334,1114341.3913888887,1192641.6730555552,8762726.591666667,uic,PCR_Positive,uic/PCR_Positive/Pos S4_IC.txt
64,232232.95409226188,85774.96149999999,13314941.780791666,318556049.6672917,1443280.954722222,774836.8151388889,30024257.53972222,uic,PCR_Positive,uic/PCR_Positive/Pos S56_IC.txt
