,0,1,2,3,4,5,6,label,sub_label,file_path
29,217754.92440991118,1113428.0880533422,20737417.40934895,382199445.6343919,970694.6051950352,806059.3478555578,8746347.73643193,PCR_Positive,Inconclusive,uic/PCR_Positive/Inconclusive/Pos S48_IC.txt
30,18524.319186265482,24776.44854986857,9045970.46118726,220598138.21776518,138845.93528299374,155040.32626712965,8605091.186774144,PCR_Positive,Inconclusive,uic/PCR_Positive/Inconclusive/Pos S50_IC.txt
31,44247.94425476602,39019.48437135993,10156872.424368938,246461613.05722153,173574.9664381627,158724.9854814816,7264257.253424572,PCR_Positive,Inconclusive,uic/PCR_Positive/Inconclusive/Pos S49_IC.txt
32,653755.5757864977,57928.111651184576,8355198.370597364,212698174.59620896,945021.6384059957,427348.6203203719,13143136.595752517,PCR_Positive,Inconclusive,uic/PCR_Positive/Inconclusive/Pos S66_IC.txt
33,64863.080875280335,64286.1510325882,3013171.2860674234,71586869.77979697,450196.9110264597,306801.4944108808,1920915.740213393,PCR_Positive,Inconclusive,uic/PCR_Positive/Inconclusive/Pos S41_IC.txt
34,148826.7135947019,637403.8882770652,12361694.84464772,273572833.12543267,812202.7269210527,1039104.418191901,23178941.27578804,PCR_Positive,Inconclusive,uic/PCR_Positive/Inconclusive/Pos S33_IC.txt
35,35688.35480641317,164608.08746508884,5131542.002720777,145397011.01845303,577030.3170137779,243213.84601898276,3527034.5222343556,PCR_Positive,Inconclusive,uic/PCR_Positive/Inconclusive/Pos S78_IC.txt
36,13752.807796338036,40188.47815030744,10940202.676032066,242681725.34410328,153384.36425523149,200829.88840370445,11740014.654042741,PCR_Positive,Inconclusive,uic/PCR_Positive/Inconclusive/Pos S43_IC.txt
37,227013.43135143383,704846.8844357631,8421404.99595018,253908608.2908653,217166.93773238454,256939.2876020835,4590178.215284479,uic,PCR_Positive,uic/PCR_Positive/Pos S60_IC.txt
38,123591.97643013492,2967902.0861621764,10272006.674070233,261190144.80323285,1360746.4066484454,1525089.051301931,7239413.780277632,uic,PCR_Positive,uic/PCR_Positive/Pos S2_IC.txt
39,88918.81949637958,284891.66137951775,8910531.385729512,203221733.44018197,292816.48897449527,265192.70670640573,5644942.955187912,uic,PCR_Positive,uic/PCR_Positive/Pos S46_IC.txt
40,26226.12802953462,39787.09091254353,13299341.769637153,290219880.86308575,268694.25045222347,263428.0596608795,23954008.883778192,uic,PCR_Positive,uic/PCR_Positive/Pos S61_IC.txt
41,312802.07874999125,1379142.6242852954,7065790.099557154,155803449.83948553,1099025.2469285359,848995.4848435519,2393313.108066629,uic,PCR_Positive,uic/PCR_Positive/Pos S40_IC.txt
42,44057.37729551159,132257.2636632883,13288737.966147836,255204727.0912185,561635.4627457071,317055.443568839,6185549.91047457,uic,PCR_Positive,uic/PCR_Positive/Pos S34_IC.txt
43,765418.1844534816,434188.73679999704,9823195.001874456,248716307.40210107,1201702.8739250482,653169.0478891206,14672869.442408435,uic,PCR_Positive,uic/PCR_Positive/Pos S58_IC.txt
44,28034.364259614427,49917.404015964865,16577750.720938744,322696017.42053163,627745.2995520227,616967.3235416537,46971423.71608936,uic,PCR_Positive,uic/PCR_Positive/Pos S45_IC.txt
45,654194.6759789168,178685.20013418878,14331829.47428724,311107952.33635587,447799.9720404059,448437.3884648589,16262580.655496825,uic,PCR_Positive,uic/PCR_Positive/Pos S44_IC.txt
46,58295.15331474206,821251.6018591167,12762993.520967638,281368785.18537104,247243.9379217177,218604.24423537654,3940382.5581695666,uic,PCR_Positive,uic/PCR_Positive/Pos S7_IC.txt
47,239207.7774397379,1271375.6009882786,13723322.060045587,291642032.5192809,476398.98864697036,484075.8887453417,2908387.096911637,uic,PCR_Positive,uic/PCR_Positive/Pos S32_IC.txt
48,258196.3406160206,1137595.9086717889,11298638.593864199,237651727.8511557,617935.0714805557,635585.3376150336,9740422.321758324,uic,PCR_Positive,uic/PCR_Positive/Pos S36_IC.txt
49,11111.155774987526,-595854.0912988258,-449795346.47056544,-96774187.34431545,70045.20325142774,-2336449.235415795,-25232615.9835228,uic,PCR_Positive,uic/PCR_Positive/Pos S9_IC.txt
50,424938.10242306825,2671508.0339828087,6059694.590710126,148775503.81779426,640679.6857888905,535475.8995369632,2198379.0617196946,uic,PCR_Positive,uic/PCR_Positive/Pos S10_IC (Last).txt
51,301226.46018012235,608493.4844731087,17098364.47625712,369080720.73237723,504043.27762095974,564540.6140530456,11045114.793559287,uic,PCR_Positive,uic/PCR_Positive/Pos S42_IC.txt
52,74861.67737051034,424001.4246247776,16671073.919607583,377386884.3012295,494604.31986691925,651626.274424233,10214377.466583269,uic,PCR_Positive,uic/PCR_Positive/Pos S35_IC.txt
53,1151323.234000407,331218.58396390395,14625528.508383553,312431282.479961,703094.2476542959,619818.8469911169,13608960.479307532,uic,PCR_Positive,uic/PCR_Positive/Pos S37_IC.txt
54,278091.1424307415,2220248.4085067613,12865460.238229001,271876801.3852294,1479980.9684223519,681020.6439546292,4342278.166685678,uic,PCR_Positive,uic/PCR_Positive/Pos S55_IC.txt
55,141791.07466282765,3746574.209021563,13760826.288800031,133042745.63055368,1709509.9732341447,1292421.7148438166,1475980.5975460103,uic,PCR_Positive,uic/PCR_Positive/Pos S1_IC.txt
56,94101.28035879685,153457.5724923673,30316521.310390823,499203644.86076796,1618022.2763768304,953402.2934472247,54514489.88498397,uic,PCR_Positive,uic/PCR_Positive/Pos S53_IC.txt
57,35347.92324358859,49608.37215530694,9101094.70352544,223625257.15015987,249918.1122136375,226098.2283913546,13956447.852816971,uic,PCR_Positive,uic/PCR_Positive/Pos S47_IC.txt
58,3188281.03308354,6692382.03522387,1461273.4739770894,34476341.07206516,389292.526778151,763615.7845558386,731991.770761787,uic,PCR_Positive,uic/PCR_Positive/Pos S5_IC.txt
59,1672528.288627155,16294060.447229002,2181295.1160539705,53327950.732744254,469135.3451455884,1366417.8894152762,974158.0025442154,uic,PCR_Positive,uic/PCR_Positive/Pos S10_IC.txt
60,1767875.4930924354,18915532.305949837,787625.7723557712,4234377.793429801,431542.50571588165,670701.6149042877,305663.74779148784,uic,PCR_Positive,uic/PCR_Positive/Pos S6_IC.txt
61,49866.25931474176,54416.001222149156,11826964.85772931,220181371.60919964,481492.0299156588,304840.69338992087,11630635.730366744,uic,PCR_Positive,uic/PCR_Positive/Pos S51_IC.txt
62,5987.003801922819,11982.787686885853,3659876.10972665,96570731.97176972,94009.1826848485,103503.75653144656,5696682.474692695,uic,PCR_Positive,uic/PCR_Positive/Pos S3_IC.txt
63,387952.2032134476,1917141.401990735,7357324.6708646715,182207847.8631164,1114561.7348343453,1192942.056696094,8762527.000990197,uic,PCR_Positive,uic/PCR_Positive/Pos S4_IC.txt
64,244017.04061173584,85903.5744851091,13310593.433780404,318555428.4085215,1443814.345299386,775051.9033562506,30024378.759446584,uic,PCR_Positive,uic/PCR_Positive/Pos S56_IC.txt
